2380          3.777494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2390          3.877494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2400          3.977494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2410          4.077494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2420          4.177494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2430          4.277494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2440          4.377494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2450          4.477494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2460          4.577494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2470          4.677494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2480          4.777494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2490          4.877494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2500          4.977494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2510          5.077494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2520          5.177494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2530          5.277494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2540          5.377494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2550          5.477494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2560          5.577494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2570          5.677494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2580          5.777494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2590          5.877494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
2600          5.977494283731e-01    1.000000000000e-03    2.905847550488e+03    6.888130901986e-02    2.809315926671e-03    3.542365924299e-03    3.335696250232e-02    6.052451044753e-01    6.378875064194e-03    4.035669452009e-06    5.784311834924e-07    2.797814529867e-01
